Cycle: 8  CDAN1A-c206  39.0625 _X	Cycle: 8  CDAN1A-c206  39.0625 _Y	Cycle: 9  CDAN1A-c206  78.125 n_X	Cycle: 9  CDAN1A-c206  78.125 n_Y	Cycle: 10  CDAN1A-c206  156.25 _X	Cycle: 10  CDAN1A-c206  156.25 _Y	Cycle: 11  CDAN1A-c206  312.5 n_X	Cycle: 11  CDAN1A-c206  312.5 n_Y	Cycle: 12  CDAN1A-c206  625 nM_X	Cycle: 12  CDAN1A-c206  625 nM_Y
475.18	1.46594	475.18	5.11647	475.18	6.93299	475.18	8.08647	475.18	9.25537
475.28	1.46594	475.28	5.11647	475.28	6.93299	475.28	8.08647	475.28	9.25537
475.38	1.47375	475.38	5.12428	475.38	6.93299	475.38	8.09428	475.38	9.26318
475.48	1.48547	475.48	5.12624	475.48	6.93299	475.48	8.09624	475.48	9.26514
475.58	1.48547	475.58	5.12624	475.58	6.93299	475.58	8.09624	475.58	9.26514
475.68	1.48547	475.68	5.13405	475.68	6.93299	475.68	8.09624	475.68	9.26514
475.78	1.48547	475.78	5.136	475.78	6.93299	475.78	8.09624	475.78	9.25732
475.88	1.48547	475.88	5.12819	475.88	6.93299	475.88	8.09624	475.88	9.25537
475.98	1.4761	475.98	5.12624	475.98	6.93299	475.98	8.09624	475.98	9.25537
476.08	1.47375	476.08	5.12624	476.08	6.93299	476.08	8.09624	476.08	9.25537
476.18	1.47375	476.18	5.12624	476.18	6.93299	476.18	8.09624	476.18	9.25537
476.28	1.48313	476.28	5.13561	476.28	6.94237	476.28	8.10561	476.28	9.26475
476.38	1.48547	476.38	5.13795	476.38	6.94471	476.38	8.10796	476.38	9.26709
476.48	1.48547	476.48	5.12819	476.48	6.93495	476.48	8.09038	476.48	9.25732
476.58	1.48547	476.58	5.12819	476.58	6.93494	476.58	8.08842	476.58	9.25732
476.68	1.48547	476.68	5.12819	476.68	6.93494	476.68	8.08842	476.68	9.25732
476.78	1.47766	476.78	5.12819	476.78	6.93494	476.78	8.08842	476.78	9.25732
476.88	1.47571	476.88	5.12819	476.88	6.92557	476.88	8.08842	476.88	9.25732
476.98	1.47571	476.98	5.12819	476.98	6.92323	476.98	8.08842	476.98	9.24756
477.08	1.47571	477.08	5.12819	477.08	6.93299	477.08	8.08842	477.08	9.24756
477.18	1.47571	477.18	5.12819	477.18	6.93299	477.18	8.08842	477.18	9.24756
477.28	1.46399	477.28	5.11647	477.28	6.92127	477.28	8.07671	477.28	9.23584
477.38	1.46399	477.38	5.11647	477.38	6.92127	477.38	8.07671	477.38	9.23584
477.48	1.47375	477.48	5.11647	477.48	6.92127	477.48	8.07671	477.48	9.23584
477.58	1.48157	477.58	5.12428	477.58	6.92909	477.58	8.08452	477.58	9.24365
477.68	1.48352	477.68	5.12624	477.68	6.93104	477.68	8.08647	477.68	9.24561
477.78	1.48352	477.78	5.12624	477.78	6.93104	477.78	8.08647	477.78	9.24561
477.88	1.47571	477.88	5.12624	477.88	6.93104	477.88	8.08647	477.88	9.24561
477.98	1.47375	477.98	5.12624	477.98	6.93104	477.98	8.08647	477.98	9.24561
478.08	1.47375	478.08	5.12624	478.08	6.93104	478.08	8.08647	478.08	9.24561
478.18	1.47375	478.18	5.12624	478.18	6.93104	478.18	8.08647	478.18	9.24561
478.28	1.48157	478.28	5.13405	478.28	6.93885	478.28	8.09428	478.28	9.25342
478.38	1.48352	478.38	5.136	478.38	6.93299	478.38	8.09624	478.38	9.25537
478.48	1.47375	478.48	5.12624	478.48	6.92128	478.48	8.07866	478.48	9.24561
478.58	1.47375	478.58	5.12624	478.58	6.92127	478.58	8.07671	478.58	9.24561
478.68	1.47375	478.68	5.12624	478.68	6.92127	478.68	8.07671	478.68	9.24561
478.78	1.47375	478.78	5.12624	478.78	6.92127	478.78	8.07671	478.78	9.24561
478.88	1.47571	478.88	5.11842	478.88	6.92127	478.88	8.07671	478.88	9.24561
478.98	1.47375	478.98	5.11647	478.98	6.93299	478.98	8.07671	478.98	9.24561
479.08	1.47375	479.08	5.11647	479.08	6.93299	479.08	8.07671	479.08	9.24561
479.18	1.48157	479.18	5.12428	479.18	6.9408	479.18	8.08452	479.18	9.25342
479.28	1.47375	479.28	5.11647	479.28	6.93299	479.28	8.07671	479.28	9.23779
479.38	1.47375	479.38	5.11647	479.38	6.93299	479.38	8.07671	479.38	9.23584
479.48	1.47375	479.48	5.11647	479.48	6.93299	479.48	8.07671	479.48	9.23584
479.58	1.47375	479.58	5.11647	479.58	6.92518	479.58	8.07671	479.58	9.23584
479.68	1.47375	479.68	5.11647	479.68	6.92323	479.68	8.07671	479.68	9.22412
479.78	1.47375	479.78	5.11647	479.78	6.92323	479.78	8.07671	479.78	9.22412
479.88	1.48157	479.88	5.12428	479.88	6.93104	479.88	8.08452	479.88	9.23193
479.98	1.48352	479.98	5.12624	479.98	6.93299	479.98	8.08647	479.98	9.23389
480.08	1.47375	480.08	5.11647	480.08	6.92323	480.08	8.07671	480.08	9.22412
480.18	1.47375	480.18	5.11647	480.18	6.92323	480.18	8.06889	480.18	9.22412
480.28	1.47375	480.28	5.11647	480.28	6.92323	480.28	8.06694	480.28	9.22412
480.38	1.47375	480.38	5.11647	480.38	6.92323	480.38	8.06694	480.38	9.22412
480.48	1.47375	480.48	5.12624	480.48	6.92323	480.48	8.07671	480.48	9.22412
480.58	1.47375	480.58	5.12624	480.58	6.92323	480.58	8.07671	480.58	9.22412
480.68	1.47375	480.68	5.12624	480.68	6.92323	480.68	8.07671	480.68	9.22412
480.78	1.47375	480.78	5.12624	480.78	6.92323	480.78	8.07671	480.78	9.22412
480.88	1.48157	480.88	5.13405	480.88	6.9408	480.88	8.08452	480.88	9.23193
480.98	1.48352	480.98	5.136	480.98	6.94276	480.98	8.08647	480.98	9.23389
481.08	1.48352	481.08	5.136	481.08	6.94276	481.08	8.08647	481.08	9.23389
481.18	1.48352	481.18	5.136	481.18	6.94276	481.18	8.08647	481.18	9.22412
481.28	1.48352	481.28	5.12663	481.28	6.94275	481.28	8.08647	481.28	9.22412
481.38	1.48352	481.38	5.11452	481.38	6.93299	481.38	8.07671	481.38	9.21436
481.48	1.48352	481.48	5.11452	481.48	6.92518	481.48	8.07671	481.48	9.21436
481.58	1.47571	481.58	5.11452	481.58	6.92323	481.58	8.07671	481.58	9.21436
481.68	1.47375	481.68	5.11452	481.68	6.92323	481.68	8.07671	481.68	9.21436
481.78	1.47375	481.78	5.11452	481.78	6.92323	481.78	8.07671	481.78	9.21436
481.88	1.47375	481.88	5.11452	481.88	6.92323	481.88	8.07671	481.88	9.20654
481.98	1.47375	481.98	5.12428	481.98	6.92323	481.98	8.06889	481.98	9.20459
482.08	1.48157	482.08	5.1321	482.08	6.93104	482.08	8.07475	482.08	9.2124
482.18	1.48352	482.18	5.13405	482.18	6.93299	482.18	8.06694	482.18	9.21436
482.28	1.48352	482.28	5.12624	482.28	6.93299	482.28	8.07671	482.28	9.21436
482.38	1.48352	482.38	5.12428	482.38	6.93299	482.38	8.06694	482.38	9.21436
482.48	1.48352	482.48	5.12428	482.48	6.93299	482.48	8.06694	482.48	9.20459
482.58	1.48352	482.58	5.12428	482.58	6.92518	482.58	8.06694	482.58	9.20459
482.68	1.49329	482.68	5.12428	482.68	6.92323	482.68	8.06694	482.68	9.20459
482.78	1.49329	482.78	5.12428	482.78	6.92323	482.78	8.06694	482.78	9.20459
482.88	1.49329	482.88	5.12428	482.88	6.92323	482.88	8.06694	482.88	9.20459
482.98	1.49329	482.98	5.12428	482.98	6.92323	482.98	8.06694	482.98	9.20459
483.08	1.48547	483.08	5.12428	483.08	6.92323	483.08	8.06694	483.08	9.20459
483.18	1.48352	483.18	5.12428	483.18	6.92323	483.18	8.06694	483.18	9.20459
483.28	1.48352	483.28	5.12428	483.28	6.92323	483.28	8.06694	483.28	9.20459
483.38	1.48352	483.38	5.11647	483.38	6.92518	483.38	8.06694	483.38	9.20459
483.48	1.47375	483.48	5.10475	483.48	6.91346	483.48	8.05717	483.48	9.19482
483.58	1.47375	483.58	5.10475	483.58	6.91346	483.58	8.05717	483.58	9.19482
483.68	1.48547	483.68	5.11452	483.68	6.91346	483.68	8.04936	483.68	9.19482
483.78	1.48547	483.78	5.11452	483.78	6.91346	483.78	8.04741	483.78	9.19482
483.88	1.49329	483.88	5.11256	483.88	6.92127	483.88	8.05522	483.88	9.20264
483.98	1.49524	483.98	5.11452	483.98	6.92322	483.98	8.05717	483.98	9.20459
484.08	1.48743	484.08	5.1067	484.08	6.91541	484.08	8.04936	484.08	9.19678
484.18	1.48547	484.18	5.11452	484.18	6.91346	484.18	8.04741	484.18	9.19482
484.28	1.47766	484.28	5.11452	484.28	6.90565	484.28	8.04741	484.28	9.19482
484.38	1.47571	484.38	5.1067	484.38	6.89393	484.38	8.04741	484.38	9.19482
484.48	1.48352	484.48	5.11256	484.48	6.9115	484.48	8.05522	484.48	9.20264
484.58	1.48547	484.58	5.11452	484.58	6.91346	484.58	8.06694	484.58	9.20459
484.68	1.48547	484.68	5.11452	484.68	6.91346	484.68	8.06694	484.68	9.19678
484.78	1.48547	484.78	5.11452	484.78	6.91346	484.78	8.05913	484.78	9.19482
484.88	1.47571	484.88	5.10475	484.88	6.90369	484.88	8.04741	484.88	9.18506
484.98	1.4679	484.98	5.10475	484.98	6.90369	484.98	8.04741	484.98	9.18506
485.08	1.46594	485.08	5.10475	485.08	6.90369	485.08	8.04741	485.08	9.18506
485.18	1.46594	485.18	5.10475	485.18	6.90369	485.18	8.04741	485.18	9.18506
485.28	1.46594	485.28	5.10475	485.28	6.89393	485.28	8.04741	485.28	9.18506
485.38	1.46594	485.38	5.10475	485.38	6.89393	485.38	8.04741	485.38	9.18506
485.48	1.46594	485.48	5.10475	485.48	6.89393	485.48	8.04741	485.48	9.18506
485.58	1.46594	485.58	5.09694	485.58	6.89393	485.58	8.04741	485.58	9.18506
485.68	1.46594	485.68	5.09499	485.68	6.89393	485.68	8.03803	485.68	9.18506
485.78	1.46594	485.78	5.09499	485.78	6.88612	485.78	8.03569	485.78	9.17725
485.88	1.46594	485.88	5.09499	485.88	6.88416	485.88	8.03569	485.88	9.17529
485.98	1.46594	485.98	5.09499	485.98	6.89393	485.98	8.03569	485.98	9.17529
486.08	1.46594	486.08	5.09499	486.08	6.88416	486.08	8.03569	486.08	9.17529
486.18	1.46594	486.18	5.09499	486.18	6.88416	486.18	8.03569	486.18	9.17529
486.28	1.46594	486.28	5.09499	486.28	6.88416	486.28	8.03569	486.28	9.16553
486.38	1.46594	486.38	5.09499	486.38	6.89393	486.38	8.03569	486.38	9.17529
486.48	1.47375	486.48	5.1028	486.48	6.90174	486.48	8.0435	486.48	9.18311
486.58	1.47571	486.58	5.10475	486.58	6.90369	486.58	8.04546	486.58	9.17529
486.68	1.47571	486.68	5.11452	486.68	6.90369	486.68	8.04546	486.68	9.17529
486.78	1.47571	486.78	5.11452	486.78	6.90369	486.78	8.04546	486.78	9.17529
486.88	1.48547	486.88	5.11452	486.88	6.90369	486.88	8.04546	486.88	9.17529
486.98	1.4679	486.98	5.10475	486.98	6.88612	486.98	8.02788	486.98	9.16553
487.08	1.46594	487.08	5.10475	487.08	6.88416	487.08	8.02592	487.08	9.16553
487.18	1.46594	487.18	5.09694	487.18	6.88416	487.18	8.02592	487.18	9.16553
487.28	1.46594	487.28	5.09499	487.28	6.88416	487.28	8.02592	487.28	9.16553
487.38	1.46594	487.38	5.09499	487.38	6.88416	487.38	8.02592	487.38	9.16553
487.48	1.46594	487.48	5.09499	487.48	6.88416	487.48	8.02592	487.48	9.15771
487.58	1.46594	487.58	5.09499	487.58	6.88416	487.58	8.03569	487.58	9.15576
487.68	1.46594	487.68	5.10475	487.68	6.8744	487.68	8.03569	487.68	9.15576
487.78	1.46594	487.78	5.10475	487.78	6.87439	487.78	8.03569	487.78	9.15576
487.88	1.45618	487.88	5.09499	487.88	6.86463	487.88	8.02592	487.88	9.146
487.98	1.45618	487.98	5.09499	487.98	6.86463	487.98	8.01811	487.98	9.146
488.08	1.45618	488.08	5.08717	488.08	6.85526	488.08	8.01616	488.08	9.146
488.18	1.45618	488.18	5.08522	488.18	6.85291	488.18	8.01616	488.18	9.146
488.28	1.45618	488.28	5.08522	488.28	6.85292	488.28	8.01616	488.28	9.146
488.38	1.46555	488.38	5.0946	488.38	6.87206	488.38	8.02554	488.38	9.15537
488.48	1.4679	488.48	5.09694	488.48	6.86463	488.48	8.02788	488.48	9.15771
488.58	1.4679	488.58	5.09694	488.58	6.8744	488.58	8.02788	488.58	9.15771
488.68	1.47766	488.68	5.09694	488.68	6.8744	488.68	8.02788	488.68	9.15771
488.78	1.47766	488.78	5.09694	488.78	6.86463	488.78	8.02007	488.78	9.15771
488.88	1.47766	488.88	5.09694	488.88	6.86463	488.88	8.01811	488.88	9.15771
488.98	1.47766	488.98	5.09694	488.98	6.86463	488.98	8.01811	488.98	9.15771
489.08	1.47766	489.08	5.09694	489.08	6.86463	489.08	8.01811	489.08	9.14795
489.18	1.46594	489.18	5.08522	489.18	6.86268	489.18	8.00639	489.18	9.13623
489.28	1.46594	489.28	5.08717	489.28	6.86268	489.28	8.00639	489.28	9.12842
489.38	1.46594	489.38	5.08522	489.38	6.86268	489.38	8.00639	489.38	9.13623
489.48	1.45657	489.48	5.08522	489.48	6.85291	489.48	8.00639	489.48	9.13623
489.58	1.4636	489.58	5.08522	489.58	6.85291	489.58	8.00639	489.58	9.12646
489.68	1.45657	489.68	5.08522	489.68	6.8451	489.68	8.00639	489.68	9.13623
489.78	1.45422	489.78	5.07545	489.78	6.84315	489.78	7.98882	489.78	9.12646
489.88	1.45422	489.88	5.07545	489.88	6.83338	489.88	7.98686	489.88	9.12646
489.98	1.45422	489.98	5.07545	489.98	6.83338	489.98	7.99858	489.98	9.12646
490.08	1.45422	490.08	5.06608	490.08	6.83338	490.08	7.98686	490.08	9.12646
490.18	1.45422	490.18	5.06374	490.18	6.83338	490.18	7.98686	490.18	9.1167
490.28	1.46204	490.28	5.07155	490.28	6.84119	490.28	7.99467	490.28	9.12451
490.38	1.46399	490.38	5.0735	490.38	6.84315	490.38	8.00835	490.38	9.12646
490.48	1.46399	490.48	5.0735	490.48	6.84315	490.48	8.00835	490.48	9.12646
490.58	1.46399	490.58	5.0735	490.58	6.84315	490.58	8.00835	490.58	9.11709
490.68	1.46399	490.68	5.0735	490.68	6.84315	490.68	8.00835	490.68	9.11475
490.78	1.46399	490.78	5.08522	490.78	6.83533	490.78	8.00835	490.78	9.11475
490.88	1.46399	490.88	5.08522	490.88	6.83338	490.88	8.00835	490.88	9.11475
490.98	1.46399	490.98	5.08522	490.98	6.83338	490.98	8.00835	490.98	9.11475
491.08	1.46399	491.08	5.08522	491.08	6.83338	491.08	8.00835	491.08	9.11475
491.18	1.45422	491.18	5.07545	491.18	6.82362	491.18	7.99858	491.18	9.10498
491.28	1.45422	491.28	5.06764	491.28	6.82362	491.28	7.99077	491.28	9.10498
491.38	1.46399	491.38	5.06569	491.38	6.82362	491.38	7.98882	491.38	9.10498
491.48	1.46399	491.48	5.06569	491.48	6.82362	491.48	7.98882	491.48	9.10498
491.58	1.45618	491.58	5.06569	491.58	6.82362	491.58	7.98882	491.58	9.10498
491.68	1.45422	491.68	5.06569	491.68	6.82362	491.68	7.98882	491.68	9.10498
491.78	1.46204	491.78	5.0735	491.78	6.84119	491.78	7.99663	491.78	9.11279
491.88	1.46399	491.88	5.07545	491.88	6.84315	491.88	7.99858	491.88	9.11475
491.98	1.46399	491.98	5.06764	491.98	6.84315	491.98	7.99858	491.98	9.10498
492.08	1.46399	492.08	5.06569	492.08	6.83338	492.08	7.99858	492.08	9.10498
492.18	1.46399	492.18	5.06569	492.18	6.83338	492.18	7.98686	492.18	9.10498
492.28	1.46399	492.28	5.06569	492.28	6.83533	492.28	7.98686	492.28	9.10498
492.38	1.46399	492.38	5.06569	492.38	6.83338	492.38	7.98686	492.38	9.11475
492.48	1.46399	492.48	5.06569	492.48	6.82362	492.48	7.97905	492.48	9.11475
492.58	1.47375	492.58	5.06569	492.58	6.82362	492.58	7.9771	492.58	9.10498
492.68	1.47375	492.68	5.06569	492.68	6.83338	492.68	7.9771	492.68	9.11475
492.78	1.46399	492.78	5.05592	492.78	6.81385	492.78	7.96733	492.78	9.10498
492.88	1.46399	492.88	5.05592	492.88	6.81385	492.88	7.96733	492.88	9.0874
492.98	1.46399	492.98	5.05592	492.98	6.81385	492.98	7.96733	492.98	9.09521
493.08	1.46399	493.08	5.05592	493.08	6.81385	493.08	7.96733	493.08	9.08545
493.18	1.4718	493.18	5.06374	493.18	6.82166	493.18	7.97514	493.18	9.09326
493.28	1.48352	493.28	5.06569	493.28	6.82362	493.28	7.9771	493.28	9.09521
493.38	1.48352	493.38	5.05788	493.38	6.83338	493.38	7.96928	493.38	9.09521
493.48	1.48352	493.48	5.05592	493.48	6.83338	493.48	7.96733	493.48	9.09521
493.58	1.48352	493.58	5.06569	493.58	6.83338	493.58	7.96733	493.58	9.09521
493.68	1.48352	493.68	5.06569	493.68	6.83338	493.68	7.96733	493.68	9.09521
493.78	1.47375	493.78	5.05592	493.78	6.82362	493.78	7.95757	493.78	9.08545
493.88	1.47375	493.88	5.05592	493.88	6.82362	493.88	7.95757	493.88	9.08545
493.98	1.46594	493.98	5.05592	493.98	6.8158	493.98	7.95757	493.98	9.08545
494.08	1.46399	494.08	5.05592	494.08	6.81385	494.08	7.95757	494.08	9.08545
494.18	1.46399	494.18	5.05592	494.18	6.81385	494.18	7.95757	494.18	9.08545
494.28	1.46399	494.28	5.05592	494.28	6.81385	494.28	7.95757	494.28	9.08545
494.38	1.4718	494.38	5.06374	494.38	6.82166	494.38	7.96538	494.38	9.09326
494.48	1.47375	494.48	5.06569	494.48	6.82362	494.48	7.96733	494.48	9.09521
494.58	1.48352	494.58	5.06569	494.58	6.82361	494.58	7.96733	494.58	9.10498
494.68	1.47375	494.68	5.05592	494.68	6.81385	494.68	7.95757	494.68	9.09521
494.78	1.47375	494.78	5.05592	494.78	6.81385	494.78	7.95757	494.78	9.09521
494.88	1.47375	494.88	5.05592	494.88	6.82362	494.88	7.95757	494.88	9.09521
494.98	1.47375	494.98	5.06569	494.98	6.8158	494.98	7.95757	494.98	9.09521
495.08	1.47375	495.08	5.06569	495.08	6.81385	495.08	7.95757	495.08	9.09521
495.18	1.46399	495.18	5.04811	495.18	6.80409	495.18	7.9478	495.18	9.07764
495.28	1.46399	495.28	5.05397	495.28	6.80408	495.28	7.9478	495.28	9.07568
495.38	1.46399	495.38	5.05592	495.38	6.80409	495.38	7.93842	495.38	9.07568
495.48	1.4718	495.48	5.05592	495.48	6.81189	495.48	7.94389	495.48	9.0835
495.58	1.47375	495.58	5.05592	495.58	6.81385	495.58	7.95757	495.58	9.08545
495.68	1.47375	495.68	5.05592	495.68	6.81385	495.68	7.95757	495.68	9.08545
495.78	1.47375	495.78	5.05592	495.78	6.81385	495.78	7.95757	495.78	9.08545
495.88	1.47375	495.88	5.05592	495.88	6.81385	495.88	7.95757	495.88	9.08545
495.98	1.47375	495.98	5.06569	495.98	6.81385	495.98	7.95757	495.98	9.08545
496.08	1.47375	496.08	5.06569	496.08	6.81385	496.08	7.95757	496.08	9.08545
496.18	1.47375	496.18	5.06569	496.18	6.81385	496.18	7.95757	496.18	9.08545
496.28	1.48157	496.28	5.0735	496.28	6.82166	496.28	7.96538	496.28	9.09326
496.38	1.49524	496.38	5.06764	496.38	6.83338	496.38	7.96733	496.38	9.09521
496.48	1.49524	496.48	5.06569	496.48	6.83338	496.48	7.96733	496.48	9.09521
496.58	1.48547	496.58	5.05592	496.58	6.82362	496.58	7.95757	496.58	9.07764
496.68	1.48547	496.68	5.05592	496.68	6.82362	496.68	7.95757	496.68	9.07568
496.78	1.48547	496.78	5.05592	496.78	6.82362	496.78	7.95757	496.78	9.07568
496.88	1.48547	496.88	5.05592	496.88	6.82362	496.88	7.95757	496.88	9.07568
496.98	1.48547	496.98	5.06569	496.98	6.8158	496.98	7.95757	496.98	9.07568
497.08	1.48547	497.08	5.06569	497.08	6.81385	497.08	7.95757	497.08	9.07568
497.18	1.49329	497.18	5.0735	497.18	6.82166	497.18	7.96538	497.18	9.0835
497.28	1.49524	497.28	5.06764	497.28	6.82361	497.28	7.95952	497.28	9.08545
497.38	1.48352	497.38	5.05397	497.38	6.8119	497.38	7.94585	497.38	9.07373
497.48	1.47571	497.48	5.05397	497.48	6.8119	497.48	7.94585	497.48	9.07373
497.58	1.48352	497.58	5.05397	497.58	6.8119	497.58	7.94585	497.58	9.07373
497.68	1.48352	497.68	5.05397	497.68	6.82166	497.68	7.94585	497.68	9.07373
497.78	1.48352	497.78	5.06374	497.78	6.82166	497.78	7.94585	497.78	9.07373
497.88	1.48352	497.88	5.06374	497.88	6.82166	497.88	7.94585	497.88	9.07373
497.98	1.48352	497.98	5.05592	497.98	6.82166	497.98	7.94585	497.98	9.07373
498.08	1.48352	498.08	5.05397	498.08	6.82166	498.08	7.94585	498.08	9.07373
498.18	1.49329	498.18	5.05397	498.18	6.82166	498.18	7.94585	498.18	9.07373
498.28	1.50266	498.28	5.06335	498.28	6.83104	498.28	7.95522	498.28	9.08311
498.38	1.505	498.38	5.06569	498.38	6.83338	498.38	7.95757	498.38	9.08545
498.48	1.505	498.48	5.06569	498.48	6.83338	498.48	7.95757	498.48	9.08545
498.58	1.48743	498.58	5.05592	498.58	6.82362	498.58	7.9478	498.58	9.07568
498.68	1.48547	498.68	5.06569	498.68	6.83338	498.68	7.93999	498.68	9.07568
498.78	1.48547	498.78	5.06569	498.78	6.83338	498.78	7.93803	498.78	9.07568
498.88	1.48547	498.88	5.06569	498.88	6.82557	498.88	7.93803	498.88	9.07568
498.98	1.49524	498.98	5.05631	498.98	6.82362	498.98	7.93803	498.98	9.07568
499.08	1.49524	499.08	5.05397	499.08	6.82362	499.08	7.93803	499.08	9.07568
499.18	1.49524	499.18	5.05397	499.18	6.82362	499.18	7.93803	499.18	9.07568
499.28	1.49524	499.28	5.05397	499.28	6.82362	499.28	7.93803	499.28	9.07568
499.38	1.49524	499.38	5.05397	499.38	6.82362	499.38	7.93803	499.38	9.07568
499.48	1.49524	499.48	5.05397	499.48	6.82362	499.48	7.93803	499.48	9.07568
499.58	1.47766	499.58	5.0442	499.58	6.81385	499.58	7.92827	499.58	9.06592
499.68	1.47571	499.68	5.0442	499.68	6.81385	499.68	7.92827	499.68	9.06592
499.78	1.47571	499.78	5.0442	499.78	6.81385	499.78	7.92827	499.78	9.06592
499.88	1.47571	499.88	5.05397	499.88	6.81385	499.88	7.92827	499.88	9.06592
499.98	1.48547	499.98	5.05397	499.98	6.82362	499.98	7.92827	499.98	9.06592
500.08	1.48547	500.08	5.04616	500.08	6.81385	500.08	7.92827	500.08	9.06592
500.18	1.48547	500.18	5.0442	500.18	6.82362	500.18	7.92046	500.18	9.06592
500.28	1.48547	500.28	5.0442	500.28	6.82362	500.28	7.9185	500.28	9.06592
500.38	1.49329	500.38	5.05202	500.38	6.82205	500.38	7.92632	500.38	9.07373
500.48	1.48743	500.48	5.05397	500.48	6.82166	500.48	7.92827	500.48	9.07568
500.58	1.48547	500.58	5.06569	500.58	6.82166	500.58	7.92827	500.58	9.07568
500.68	1.48547	500.68	5.06569	500.68	6.82166	500.68	7.92827	500.68	9.07568
500.78	1.48547	500.78	5.05788	500.78	6.82166	500.78	7.92827	500.78	9.07568
500.88	1.48547	500.88	5.05592	500.88	6.82166	500.88	7.92827	500.88	9.07568
500.98	1.48547	500.98	5.05592	500.98	6.82166	500.98	7.92827	500.98	9.06787
501.08	1.48547	501.08	5.05592	501.08	6.82166	501.08	7.92827	501.08	9.06592
501.18	1.48547	501.18	5.05592	501.18	6.82166	501.18	7.91655	501.18	9.06592
501.28	1.48547	501.28	5.05592	501.28	6.82166	501.28	7.92827	501.28	9.06592
501.38	1.48547	501.38	5.05592	501.38	6.82166	501.38	7.92827	501.38	9.06592
501.48	1.48547	501.48	5.04811	501.48	6.82166	501.48	7.92827	501.48	9.06592
501.58	1.48547	501.58	5.04616	501.58	6.81385	501.58	7.92827	501.58	9.05615
501.68	1.48547	501.68	5.04616	501.68	6.8119	501.68	7.92827	501.68	9.06592
501.78	1.48547	501.78	5.05592	501.78	6.82362	501.78	7.90874	501.78	9.06592
501.88	1.50305	501.88	5.06374	501.88	6.83143	501.88	7.9146	501.88	9.07373
501.98	1.49719	501.98	5.05788	501.98	6.82557	501.98	7.90874	501.98	9.05811
502.08	1.49524	502.08	5.05592	502.08	6.82361	502.08	7.90678	502.08	9.05615
502.18	1.48547	502.18	5.04616	502.18	6.81385	502.18	7.90874	502.18	9.04639
502.28	1.48547	502.28	5.05397	502.28	6.82166	502.28	7.91655	502.28	9.0542
502.38	1.47766	502.38	5.04811	502.38	6.81581	502.38	7.91069	502.38	9.04834
502.48	1.48352	502.48	5.05397	502.48	6.82166	502.48	7.91655	502.48	9.0542
502.58	1.48547	502.58	5.05592	502.58	6.82361	502.58	7.9185	502.58	9.05615
502.68	1.47766	502.68	5.05788	502.68	6.81581	502.68	7.91069	502.68	9.04834
502.78	1.48352	502.78	5.06374	502.78	6.82166	502.78	7.91655	502.78	9.0542
502.88	1.48547	502.88	5.06569	502.88	6.82362	502.88	7.9185	502.88	9.05615
502.98	1.48547	502.98	5.05788	502.98	6.82362	502.98	7.9185	502.98	9.05615
503.08	1.48547	503.08	5.05592	503.08	6.82362	503.08	7.91069	503.08	9.05615
503.18	1.48547	503.18	5.05592	503.18	6.82362	503.18	7.90874	503.18	9.05615
503.28	1.48547	503.28	5.05592	503.28	6.82361	503.28	7.90874	503.28	9.05615
503.38	1.47571	503.38	5.04616	503.38	6.81385	503.38	7.89897	503.38	9.04639
503.48	1.47571	503.48	5.04616	503.48	6.81385	503.48	7.89897	503.48	9.04639
503.58	1.48547	503.58	5.04616	503.58	6.80604	503.58	7.89897	503.58	9.04639
503.68	1.48547	503.68	5.05592	503.68	6.80408	503.68	7.89897	503.68	9.03857
503.78	1.48547	503.78	5.05592	503.78	6.80408	503.78	7.89897	503.78	9.03662
503.88	1.48547	503.88	5.05592	503.88	6.80408	503.88	7.89897	503.88	9.03662
503.98	1.48547	503.98	5.05592	503.98	6.80408	503.98	7.89897	503.98	9.03662
504.08	1.48547	504.08	5.05592	504.08	6.80409	504.08	7.89897	504.08	9.03662
504.18	1.49329	504.18	5.06374	504.18	6.82166	504.18	7.90678	504.18	9.04443
504.28	1.48586	504.28	5.06569	504.28	6.8158	504.28	7.90874	504.28	9.04639
504.38	1.48352	504.38	5.06569	504.38	6.81385	504.38	7.90092	504.38	9.04639
504.48	1.48352	504.48	5.05788	504.48	6.81385	504.48	7.89897	504.48	9.04639
504.58	1.48352	504.58	5.05592	504.58	6.81385	504.58	7.89897	504.58	9.04639
504.68	1.49329	504.68	5.05592	504.68	6.81385	504.68	7.89897	504.68	9.04639
504.78	1.49329	504.78	5.05592	504.78	6.80408	504.78	7.90874	504.78	9.04639
504.88	1.49329	504.88	5.05592	504.88	6.80408	504.88	7.89897	504.88	9.04639
504.98	1.49329	504.98	5.05592	504.98	6.80408	504.98	7.90874	504.98	9.04639
505.08	1.49329	505.08	5.05592	505.08	6.81385	505.08	7.90874	505.08	9.04639
505.18	1.49329	505.18	5.05592	505.18	6.80604	505.18	7.90874	505.18	9.04639
505.28	1.49329	505.28	5.06569	505.28	6.80408	505.28	7.90874	505.28	9.04639
505.38	1.49329	505.38	5.06569	505.38	6.80408	505.38	7.90874	505.38	9.04639
505.48	1.49329	505.48	5.06569	505.48	6.80408	505.48	7.90874	505.48	9.04639
505.58	1.49329	505.58	5.06569	505.58	6.80408	505.58	7.90874	505.58	9.04639
