Cycle: 9  C15A160F_X	Cycle: 9  C15A160F_Y	Fitted Cycle: 9  C15A160F_X	Fitted Cycle: 9  C15A160F_Y
2568.34	132.279	2568.34	117.258
2568.44	132.285	2568.44	117.258
2568.54	132.285	2568.54	117.257
2568.64	132.285	2568.64	117.256
2568.74	132.273	2568.74	117.256
2568.84	132.273	2568.84	117.255
2568.94	132.273	2568.94	117.255
2569.04	132.263	2569.04	117.254
2569.14	132.263	2569.14	117.254
2569.24	132.263	2569.24	117.253
2569.34	132.254	2569.34	117.252
2569.44	132.254	2569.44	117.252
2569.54	132.254	2569.54	117.251
2569.64	132.244	2569.64	117.251
2569.74	132.244	2569.74	117.25
2569.84	132.244	2569.84	117.25
2569.94	132.244	2569.94	117.249
2570.04	132.234	2570.04	117.249
2570.14	132.234	2570.14	117.248
2570.24	132.234	2570.24	117.247
2570.34	132.224	2570.34	117.247
2570.44	132.224	2570.44	117.246
2570.54	132.229	2570.54	117.246
2570.64	132.226	2570.64	117.245
2570.74	132.226	2570.74	117.245
2570.84	132.226	2570.84	117.244
2570.94	132.217	2570.94	117.244
2571.04	132.217	2571.04	117.243
2571.14	132.205	2571.14	117.243
2571.24	132.205	2571.24	117.242
2571.34	132.205	2571.34	117.241
2571.44	132.205	2571.44	117.241
2571.54	132.195	2571.54	117.24
2571.64	132.195	2571.64	117.24
2571.74	132.195	2571.74	117.239
2571.84	132.189	2571.84	117.239
2571.94	132.195	2571.94	117.238
2572.04	132.195	2572.04	117.238
2572.14	132.185	2572.14	117.237
2572.24	132.185	2572.24	117.237
2572.34	132.176	2572.34	117.236
2572.44	132.176	2572.44	117.236
2572.54	132.176	2572.54	117.235
2572.64	132.176	2572.64	117.234
2572.74	132.166	2572.74	117.234
2572.84	132.166	2572.84	117.233
2572.94	132.166	2572.94	117.233
2573.04	132.156	2573.04	117.232
2573.14	132.156	2573.14	117.232
2573.24	132.156	2573.24	117.231
2573.34	132.146	2573.34	117.231
2573.44	132.146	2573.44	117.23
2573.54	132.15	2573.54	117.23
2573.64	132.146	2573.64	117.229
2573.74	132.146	2573.74	117.229
2573.84	132.146	2573.84	117.228
2573.94	132.146	2573.94	117.228
2574.04	132.135	2574.04	117.227
2574.14	132.135	2574.14	117.227
2574.24	132.135	2574.24	117.226
2574.34	132.125	2574.34	117.226
2574.44	132.125	2574.44	117.225
2574.54	132.125	2574.54	117.225
2574.64	132.125	2574.64	117.224
2574.74	132.115	2574.74	117.224
2574.84	132.115	2574.84	117.223
2574.94	132.109	2574.94	117.223
2575.04	132.115	2575.04	117.222
2575.14	132.115	2575.14	117.222
2575.24	132.115	2575.24	117.221
2575.34	132.105	2575.34	117.221
2575.44	132.105	2575.44	117.22
2575.54	132.105	2575.54	117.22
2575.64	132.105	2575.64	117.219
2575.74	132.095	2575.74	117.219
2575.84	132.095	2575.84	117.218
2575.94	132.095	2575.94	117.218
2576.04	132.086	2576.04	117.217
2576.14	132.086	2576.14	117.217
2576.24	132.086	2576.24	117.216
2576.34	132.086	2576.34	117.216
2576.44	132.076	2576.44	117.215
2576.54	132.076	2576.54	117.215
2576.64	132.076	2576.64	117.214
2576.74	132.076	2576.74	117.214
2576.84	132.064	2576.84	117.213
2576.94	132.068	2576.94	117.213
2577.04	132.074	2577.04	117.212
2577.14	132.074	2577.14	117.212
2577.24	132.064	2577.24	117.211
2577.34	132.064	2577.34	117.211
2577.44	132.064	2577.44	117.21
2577.54	132.064	2577.54	117.21
2577.64	132.054	2577.64	117.209
2577.74	132.054	2577.74	117.209
2577.84	132.054	2577.84	117.208
2577.94	132.045	2577.94	117.208
2578.04	132.045	2578.04	117.207
2578.14	132.045	2578.14	117.207
2578.24	132.045	2578.24	117.206
2578.34	132.035	2578.34	117.206
2578.44	132.035	2578.44	117.205
2578.54	132.035	2578.54	117.205
2578.64	132.039	2578.64	117.204
2578.74	132.035	2578.74	117.204
2578.84	132.035	2578.84	117.204
2578.94	132.035	2578.94	117.203
2579.04	132.025	2579.04	117.203
2579.14	132.025	2579.14	117.202
2579.24	132.025	2579.24	117.202
2579.34	132.025	2579.34	117.201
2579.44	132.015	2579.44	117.201
2579.54	132.015	2579.54	117.2
2579.64	132.015	2579.64	117.2
2579.74	132.004	2579.74	117.199
2579.84	132.004	2579.84	117.199
2579.94	132.004	2579.94	117.198
2580.04	132.004	2580.04	117.198
2580.14	131.994	2580.14	117.198
2580.24	131.994	2580.24	117.197
2580.34	131.994	2580.34	117.197
2580.44	131.984	2580.44	117.196
2580.54	131.984	2580.54	117.196
2580.64	131.984	2580.64	117.195
2580.74	131.984	2580.74	117.195
2580.84	131.974	2580.84	117.194
2580.94	131.974	2580.94	117.194
2581.04	131.978	2581.04	117.193
2581.14	131.974	2581.14	117.193
2581.24	131.974	2581.24	117.193
2581.34	131.974	2581.34	117.192
2581.44	131.965	2581.44	117.192
2581.54	131.965	2581.54	117.191
2581.64	131.965	2581.64	117.191
2581.74	131.955	2581.74	117.19
2581.84	131.955	2581.84	117.19
2581.94	131.955	2581.94	117.189
2582.04	131.955	2582.04	117.189
2582.14	131.945	2582.14	117.189
2582.24	131.945	2582.24	117.188
2582.34	131.945	2582.34	117.188
2582.44	131.935	2582.44	117.187
2582.54	131.935	2582.54	117.187
2582.64	131.935	2582.64	117.186
2582.74	131.924	2582.74	117.186
2582.84	131.924	2582.84	117.186
2582.94	131.924	2582.94	117.185
2583.04	131.924	2583.04	117.185
2583.14	131.914	2583.14	117.184
2583.24	131.918	2583.24	117.184
2583.34	131.924	2583.34	117.183
2583.44	131.914	2583.44	117.183
2583.54	131.914	2583.54	117.183
2583.64	131.914	2583.64	117.182
2583.74	131.914	2583.74	117.182
2583.84	131.904	2583.84	117.181
2583.94	131.904	2583.94	117.181
2584.04	131.904	2584.04	117.18
2584.14	131.904	2584.14	117.18
2584.24	131.894	2584.24	117.18
2584.34	131.894	2584.34	117.179
2584.44	131.894	2584.44	117.179
2584.54	131.885	2584.54	117.178
2584.64	131.885	2584.64	117.178
2584.74	131.885	2584.74	117.178
2584.84	131.875	2584.84	117.177
2584.94	131.875	2584.94	117.177
2585.04	131.875	2585.04	117.176
2585.14	131.875	2585.14	117.176
2585.24	131.865	2585.24	117.176
2585.34	131.865	2585.34	117.175
2585.44	131.869	2585.44	117.175
2585.54	131.875	2585.54	117.174
2585.64	131.863	2585.64	117.174
2585.74	131.863	2585.74	117.173
2585.84	131.863	2585.84	117.173
2585.94	131.863	2585.94	117.173
2586.04	131.853	2586.04	117.172
2586.14	131.853	2586.14	117.172
2586.24	131.853	2586.24	117.171
2586.34	131.844	2586.34	117.171
2586.44	131.844	2586.44	117.171
2586.54	131.844	2586.54	117.17
2586.64	131.834	2586.64	117.17
2586.74	131.834	2586.74	117.17
2586.84	131.834	2586.84	117.169
2586.94	131.824	2586.94	117.169
2587.04	131.824	2587.04	117.168
2587.14	131.824	2587.14	117.168
2587.24	131.824	2587.24	117.168
2587.34	131.814	2587.34	117.167
2587.44	131.814	2587.44	117.167
2587.54	131.814	2587.54	117.166
2587.64	131.804	2587.64	117.166
2587.74	131.804	2587.74	117.166
2587.84	131.804	2587.84	117.165
2587.94	131.795	2587.94	117.165
2588.04	131.795	2588.04	117.164
2588.14	131.795	2588.14	117.164
2588.24	131.783	2588.24	117.164
2588.34	131.788	2588.34	117.163
2588.44	131.795	2588.44	117.163
2588.54	131.795	2588.54	117.163
2588.64	131.785	2588.64	117.162
2588.74	131.785	2588.74	117.162
2588.84	131.785	2588.84	117.161
2588.94	131.775	2588.94	117.161
2589.04	131.775	2589.04	117.161
2589.14	131.775	2589.14	117.16
2589.24	131.765	2589.24	117.16
2589.34	131.765	2589.34	117.16
2589.44	131.756	2589.44	117.159
2589.54	131.756	2589.54	117.159
2589.64	131.756	2589.64	117.158
2589.74	131.756	2589.74	117.158
2589.84	131.746	2589.84	117.158
2589.94	131.746	2589.94	117.157
2590.04	131.746	2590.04	117.157
2590.14	131.736	2590.14	117.157
2590.24	131.736	2590.24	117.156
2590.34	131.736	2590.34	117.156
2590.44	131.726	2590.44	117.156
2590.54	131.726	2590.54	117.155
2590.64	131.726	2590.64	117.155
2590.74	131.717	2590.74	117.155
2590.84	131.717	2590.84	117.154
2590.94	131.717	2590.94	117.154
2591.04	131.717	2591.04	117.153
2591.14	131.705	2591.14	117.153
2591.24	131.705	2591.24	117.153
2591.34	131.705	2591.34	117.152
2591.44	131.695	2591.44	117.152
2591.54	131.695	2591.54	117.152
2591.64	131.699	2591.64	117.151
2591.74	131.705	2591.74	117.151
2591.84	131.695	2591.84	117.151
2591.94	131.695	2591.94	117.15
2592.04	131.695	2592.04	117.15
2592.14	131.685	2592.14	117.15
2592.24	131.685	2592.24	117.149
2592.34	131.685	2592.34	117.149
2592.44	131.685	2592.44	117.149
2592.54	131.676	2592.54	117.148
2592.64	131.676	2592.64	117.148
2592.74	131.676	2592.74	117.148
2592.84	131.666	2592.84	117.147
2592.94	131.666	2592.94	117.147
2593.04	131.666	2593.04	117.147
2593.14	131.656	2593.14	117.146
2593.24	131.656	2593.24	117.146
2593.34	131.656	2593.34	117.146
2593.44	131.656	2593.44	117.145
2593.54	131.646	2593.54	117.145
2593.64	131.65	2593.64	117.145
2593.74	131.656	2593.74	117.144
2593.84	131.644	2593.84	117.144
2593.94	131.644	2593.94	117.144
2594.04	131.644	2594.04	117.143
2594.14	131.635	2594.14	117.143
2594.24	131.635	2594.24	117.143
2594.34	131.635	2594.34	117.142
2594.44	131.635	2594.44	117.142
2594.54	131.625	2594.54	117.142
2594.64	131.625	2594.64	117.141
2594.74	131.625	2594.74	117.141
2594.84	131.625	2594.84	117.141
2594.94	131.615	2594.94	117.14
2595.04	131.615	2595.04	117.14
2595.14	131.615	2595.14	117.14
2595.24	131.609	2595.24	117.139
2595.34	131.615	2595.34	117.139
2595.44	131.615	2595.44	117.139
2595.54	131.605	2595.54	117.138
2595.64	131.605	2595.64	117.138
2595.74	131.605	2595.74	117.138
2595.84	131.605	2595.84	117.138
2595.94	131.595	2595.94	117.137
2596.04	131.595	2596.04	117.137
2596.14	131.595	2596.14	117.137
2596.24	131.595	2596.24	117.136
2596.34	131.586	2596.34	117.136
2596.44	131.586	2596.44	117.136
2596.54	131.586	2596.54	117.135
2596.64	131.586	2596.64	117.135
2596.74	131.574	2596.74	117.135
2596.84	131.574	2596.84	117.135
2596.94	131.578	2596.94	117.134
2597.04	131.584	2597.04	117.134
2597.14	131.574	2597.14	117.134
2597.24	131.574	2597.24	117.133
2597.34	131.574	2597.34	117.133
2597.44	131.564	2597.44	117.133
2597.54	131.564	2597.54	117.132
2597.64	131.564	2597.64	117.132
2597.74	131.554	2597.74	117.132
2597.84	131.554	2597.84	117.132
2597.94	131.554	2597.94	117.131
2598.04	131.545	2598.04	117.131
2598.14	131.545	2598.14	117.131
2598.24	131.545	2598.24	117.13
2598.34	131.545	2598.34	117.13
2598.44	131.535	2598.44	117.13
2598.54	131.535	2598.54	117.13
2598.64	131.535	2598.64	117.129
2598.74	131.525	2598.74	117.129
2598.84	131.529	2598.84	117.129
2598.94	131.535	2598.94	117.128
2599.04	131.525	2599.04	117.128
2599.14	131.525	2599.14	117.128
2599.24	131.525	2599.24	117.128
2599.34	131.515	2599.34	117.127
2599.44	131.515	2599.44	117.127
2599.54	131.515	2599.54	117.127
2599.64	131.515	2599.64	117.126
2599.74	131.504	2599.74	117.126
2599.84	131.504	2599.84	117.126
2599.94	131.504	2599.94	117.126
2600.04	131.498	2600.04	117.125
2600.14	131.5	2600.14	117.125
2600.24	131.498	2600.24	117.125
2600.34	131.494	2600.34	117.125
2600.44	131.494	2600.44	117.124
2600.54	131.494	2600.54	117.124
2600.64	131.484	2600.64	117.124
2600.74	131.484	2600.74	117.124
2600.84	131.484	2600.84	117.123
2600.94	131.484	2600.94	117.123
2601.04	131.474	2601.04	117.123
2601.14	131.474	2601.14	117.122
2601.24	131.474	2601.24	117.122
2601.34	131.465	2601.34	117.122
2601.44	131.465	2601.44	117.122
2601.54	131.465	2601.54	117.121
2601.64	131.469	2601.64	117.121
2601.74	131.465	2601.74	117.121
2601.84	131.465	2601.84	117.121
2601.94	131.465	2601.94	117.12
2602.04	131.455	2602.04	117.12
2602.14	131.455	2602.14	117.12
2602.24	131.455	2602.24	117.12
2602.34	131.443	2602.34	117.119
2602.44	131.443	2602.44	117.119
2602.54	131.443	2602.54	117.119
2602.64	131.443	2602.64	117.119
2602.74	131.433	2602.74	117.118
2602.84	131.438	2602.84	117.118
2602.94	131.445	2602.94	117.118
2603.04	131.435	2603.04	117.118
2603.14	131.435	2603.14	117.117
2603.24	131.435	2603.24	117.117
2603.34	131.426	2603.34	117.117
2603.44	131.426	2603.44	117.117
2603.54	131.429	2603.54	117.117
2603.64	131.426	2603.64	117.116
2603.74	131.426	2603.74	117.116
2603.84	131.426	2603.84	117.116
2603.94	131.426	2603.94	117.116
2604.04	131.416	2604.04	117.115
2604.14	131.416	2604.14	117.115
2604.24	131.416	2604.24	117.115
2604.34	131.406	2604.34	117.115
2604.44	131.406	2604.44	117.114
2604.54	131.406	2604.54	117.114
2604.64	131.406	2604.64	117.114
2604.74	131.4	2604.74	117.114
2604.84	131.406	2604.84	117.113
2604.94	131.406	2604.94	117.113
2605.04	131.394	2605.04	117.113
2605.14	131.394	2605.14	117.113
2605.24	131.394	2605.24	117.113
2605.34	131.394	2605.34	117.112
2605.44	131.385	2605.44	117.112
2605.54	131.385	2605.54	117.112
2605.64	131.385	2605.64	117.112
2605.74	131.385	2605.74	117.111
2605.84	131.379	2605.84	117.111
2605.94	131.385	2605.94	117.111
2606.04	131.385	2606.04	117.111
2606.14	131.375	2606.14	117.111
2606.24	131.375	2606.24	117.11
2606.34	131.375	2606.34	117.11
2606.44	131.375	2606.44	117.11
2606.54	131.365	2606.54	117.11
2606.64	131.365	2606.64	117.11
2606.74	131.365	2606.74	117.109
2606.84	131.355	2606.84	117.109
2606.94	131.355	2606.94	117.109
2607.04	131.355	2607.04	117.109
2607.14	131.345	2607.14	117.109
2607.24	131.349	2607.24	117.108
2607.34	131.355	2607.34	117.108
2607.44	131.355	2607.44	117.108
2607.54	131.345	2607.54	117.108
2607.64	131.345	2607.64	117.107
2607.74	131.345	2607.74	117.107
2607.84	131.336	2607.84	117.107
2607.94	131.336	2607.94	117.107
2608.04	131.336	2608.04	117.107
2608.14	131.324	2608.14	117.107
2608.24	131.324	2608.24	117.106
2608.34	131.324	2608.34	117.106
2608.44	131.324	2608.44	117.106
2608.54	131.314	2608.54	117.106
2608.64	131.318	2608.64	117.106
2608.74	131.324	2608.74	117.105
2608.84	131.314	2608.84	117.105
2608.94	131.314	2608.94	117.105
2609.04	131.314	2609.04	117.105
2609.14	131.304	2609.14	117.105
2609.24	131.304	2609.24	117.104
2609.34	131.304	2609.34	117.104
2609.44	131.295	2609.44	117.104
2609.54	131.295	2609.54	117.104
2609.64	131.295	2609.64	117.104
2609.74	131.285	2609.74	117.103
2609.84	131.289	2609.84	117.103
2609.94	131.295	2609.94	117.103
2610.04	131.295	2610.04	117.103
2610.14	131.285	2610.14	117.103
2610.24	131.285	2610.24	117.103
2610.34	131.285	2610.34	117.102
2610.44	131.275	2610.44	117.102
2610.54	131.275	2610.54	117.102
2610.64	131.275	2610.64	117.102
2610.74	131.279	2610.74	117.102
2610.84	131.273	2610.84	117.102
2610.94	131.273	2610.94	117.101
2611.04	131.273	2611.04	117.101
2611.14	131.263	2611.14	117.101
2611.24	131.263	2611.24	117.101
2611.34	131.263	2611.34	117.101
2611.44	131.254	2611.44	117.1
2611.54	131.254	2611.54	117.1
2611.64	131.254	2611.64	117.1
2611.74	131.244	2611.74	117.1
2611.84	131.244	2611.84	117.1
2611.94	131.244	2611.94	117.1
2612.04	131.244	2612.04	117.1
2612.14	131.244	2612.14	117.099
2612.24	131.239	2612.24	117.099
2612.34	131.246	2612.34	117.099
2612.44	131.246	2612.44	117.099
2612.54	131.246	2612.54	117.099
2612.64	131.236	2612.64	117.099
2612.74	131.236	2612.74	117.098
2612.84	131.236	2612.84	117.098
2612.94	131.226	2612.94	117.098
2613.04	131.226	2613.04	117.098
2613.14	131.226	2613.14	117.098
2613.24	131.226	2613.24	117.098
2613.34	131.217	2613.34	117.097
2613.44	131.217	2613.44	117.097
2613.54	131.217	2613.54	117.097
2613.64	131.205	2613.64	117.097
2613.74	131.205	2613.74	117.097
2613.84	131.205	2613.84	117.097
2613.94	131.205	2613.94	117.097
2614.04	131.199	2614.04	117.096
2614.14	131.205	2614.14	117.096
2614.24	131.205	2614.24	117.096
2614.34	131.205	2614.34	117.096
2614.44	131.195	2614.44	117.096
2614.54	131.195	2614.54	117.096
2614.64	131.195	2614.64	117.096
2614.74	131.185	2614.74	117.095
2614.84	131.185	2614.84	117.095
2614.94	131.185	2614.94	117.095
2615.04	131.185	2615.04	117.095
2615.14	131.176	2615.14	117.095
2615.24	131.176	2615.24	117.095
2615.34	131.176	2615.34	117.095
2615.44	131.166	2615.44	117.095
2615.54	131.166	2615.54	117.094
2615.64	131.166	2615.64	117.094
2615.74	131.166	2615.74	117.094
2615.84	131.156	2615.84	117.094
2615.94	131.156	2615.94	117.094
2616.04	131.156	2616.04	117.094
2616.14	131.146	2616.14	117.094
2616.24	131.146	2616.24	117.093
2616.34	131.146	2616.34	117.093
2616.44	131.146	2616.44	117.093
2616.54	131.136	2616.54	117.093
2616.64	131.136	2616.64	117.093
2616.74	131.136	2616.74	117.093
2616.84	131.136	2616.84	117.093
2616.94	131.125	2616.94	117.093
2617.04	131.125	2617.04	117.093
2617.14	131.129	2617.14	117.092
2617.24	131.125	2617.24	117.092
2617.34	131.125	2617.34	117.092
2617.44	131.125	2617.44	117.092
2617.54	131.115	2617.54	117.092
2617.64	131.111	2617.64	117.092
2617.74	131.109	2617.74	117.092
2617.84	131.111	2617.84	117.092
2617.94	131.099	2617.94	117.091
2618.04	131.101	2618.04	117.091
2618.14	131.099	2618.14	117.091
2618.24	131.095	2618.24	117.091
2618.34	131.095	2618.34	117.091
2618.44	131.095	2618.44	117.091
2618.54	131.086	2618.54	117.091
2618.64	131.082	2618.64	117.091
2618.74	131.08	2618.74	117.091
2618.84	131.086	2618.84	117.091
2618.94	131.076	2618.94	117.09
2619.04	131.076	2619.04	117.09
2619.14	131.076	2619.14	117.09
2619.24	131.066	2619.24	117.09
2619.34	131.066	2619.34	117.09
2619.44	131.066	2619.44	117.09
2619.54	131.066	2619.54	117.09
2619.64	131.066	2619.64	117.09
2619.74	131.054	2619.74	117.09
2619.84	131.054	2619.84	117.09
2619.94	131.054	2619.94	117.089
2620.04	131.054	2620.04	117.089
2620.14	131.045	2620.14	117.089
2620.24	131.045	2620.24	117.089
2620.34	131.045	2620.34	117.089
2620.44	131.045	2620.44	117.089
2620.54	131.035	2620.54	117.089
2620.64	131.035	2620.64	117.089
2620.74	131.035	2620.74	117.089
2620.84	131.025	2620.84	117.089
2620.94	131.025	2620.94	117.089
2621.04	131.025	2621.04	117.089
2621.14	131.015	2621.14	117.088
2621.24	131.019	2621.24	117.088
2621.34	131.025	2621.34	117.088
2621.44	131.025	2621.44	117.088
2621.54	131.015	2621.54	117.088
2621.64	131.015	2621.64	117.088
2621.74	131.015	2621.74	117.088
2621.84	131.006	2621.84	117.088
2621.94	131.006	2621.94	117.088
2622.04	131.006	2622.04	117.088
2622.14	130.996	2622.14	117.088
2622.24	130.996	2622.24	117.088
2622.34	130.996	2622.34	117.088
2622.44	130.984	2622.44	117.087
2622.54	130.984	2622.54	117.087
2622.64	130.984	2622.64	117.087
2622.74	130.984	2622.74	117.087
2622.84	130.974	2622.84	117.087
2622.94	130.974	2622.94	117.087
2623.04	130.974	2623.04	117.087
2623.14	130.974	2623.14	117.087
2623.24	130.974	2623.24	117.087
2623.34	130.965	2623.34	117.087
2623.44	130.965	2623.44	117.087
2623.54	130.965	2623.54	117.087
2623.64	130.955	2623.64	117.087
2623.74	130.955	2623.74	117.087
2623.84	130.955	2623.84	117.087
2623.94	130.945	2623.94	117.086
2624.04	130.945	2624.04	117.086
2624.14	130.945	2624.14	117.086
2624.24	130.935	2624.24	117.086
2624.34	130.935	2624.34	117.086
2624.44	130.935	2624.44	117.086
2624.54	130.926	2624.54	117.086
2624.64	130.926	2624.64	117.086
2624.74	130.929	2624.74	117.086
2624.84	130.926	2624.84	117.086
2624.94	130.926	2624.94	117.086
2625.04	130.926	2625.04	117.086
2625.14	130.926	2625.14	117.086
2625.24	130.916	2625.24	117.086
2625.34	130.916	2625.34	117.086
2625.44	130.916	2625.44	117.086
2625.54	130.916	2625.54	117.086
2625.64	130.904	2625.64	117.086
2625.74	130.904	2625.74	117.086
2625.84	130.904	2625.84	117.086
2625.94	130.894	2625.94	117.086
2626.04	130.894	2626.04	117.085
2626.14	130.894	2626.14	117.085
2626.24	130.894	2626.24	117.085
2626.34	130.885	2626.34	117.085
2626.44	130.885	2626.44	117.085
2626.54	130.885	2626.54	117.085
2626.64	130.885	2626.64	117.085
2626.74	130.875	2626.74	117.085
2626.84	130.875	2626.84	117.085
2626.94	130.865	2626.94	117.085
2627.04	130.865	2627.04	117.085
2627.14	130.869	2627.14	117.085
2627.24	130.865	2627.24	117.085
2627.34	130.865	2627.34	117.085
2627.44	130.865	2627.44	117.085
2627.54	130.855	2627.54	117.085
2627.64	130.855	2627.64	117.085
2627.74	130.855	2627.74	117.085
2627.84	130.845	2627.84	117.085
2627.94	130.845	2627.94	117.085
2628.04	130.845	2628.04	117.085
2628.14	130.845	2628.14	117.085
2628.24	130.834	2628.24	117.085
2628.34	130.834	2628.34	117.085
2628.44	130.838	2628.44	117.085
2628.54	130.844	2628.54	117.085
2628.64	130.834	2628.64	117.085
2628.74	130.834	2628.74	117.085
2628.84	130.834	2628.84	117.085
2628.94	130.824	2628.94	117.085
2629.04	130.824	2629.04	117.085
2629.14	130.824	2629.14	117.085
2629.24	130.824	2629.24	117.085
2629.34	130.814	2629.34	117.085
2629.44	130.814	2629.44	117.085
2629.54	130.814	2629.54	117.085
2629.64	130.804	2629.64	117.085
2629.74	130.804	2629.74	117.085
2629.84	130.804	2629.84	117.085
2629.94	130.804	2629.94	117.085
2630.04	130.795	2630.04	117.085
2630.14	130.795	2630.14	117.085
2630.24	130.795	2630.24	117.085
2630.34	130.785	2630.34	117.085
2630.44	130.789	2630.44	117.085
2630.54	130.795	2630.54	117.085
2630.64	130.785	2630.64	117.085
2630.74	130.785	2630.74	117.085
2630.84	130.785	2630.84	117.085
2630.94	130.773	2630.94	117.085
2631.04	130.773	2631.04	117.085
2631.14	130.773	2631.14	117.085
2631.24	130.773	2631.24	117.085
2631.34	130.763	2631.34	117.085
2631.44	130.763	2631.44	117.085
2631.54	130.763	2631.54	117.085
2631.64	130.754	2631.64	117.085
2631.74	130.754	2631.74	117.085
2631.84	130.754	2631.84	117.085
2631.94	130.744	2631.94	117.085
2632.04	130.744	2632.04	117.085
2632.14	130.744	2632.14	117.085
2632.24	130.734	2632.24	117.085
2632.34	130.734	2632.34	117.085
2632.44	130.738	2632.44	117.085
2632.54	130.744	2632.54	117.085
2632.64	130.734	2632.64	117.085
2632.74	130.734	2632.74	117.085
2632.84	130.734	2632.84	117.085
2632.94	130.734	2632.94	117.085
2633.04	130.724	2633.04	117.085
2633.14	130.724	2633.14	117.085
2633.24	130.724	2633.24	117.085
2633.34	130.724	2633.34	117.085
2633.44	130.715	2633.44	117.085
2633.54	130.715	2633.54	117.085
2633.64	130.715	2633.64	117.085
2633.74	130.705	2633.74	117.085
2633.84	130.705	2633.84	117.085
2633.94	130.705	2633.94	117.085
2634.04	130.705	2634.04	117.085
2634.14	130.705	2634.14	117.085
2634.24	130.693	2634.24	117.085
2634.34	130.693	2634.34	117.085
2634.44	130.693	2634.44	117.085
2634.54	130.683	2634.54	117.085
2634.64	130.683	2634.64	117.085
2634.74	130.683	2634.74	117.085
2634.84	130.674	2634.84	117.085
2634.94	130.674	2634.94	117.085
2635.04	130.674	2635.04	117.085
2635.14	130.678	2635.14	117.085
2635.24	130.676	2635.24	117.085
2635.34	130.676	2635.34	117.086
2635.44	130.676	2635.44	117.086
2635.54	130.666	2635.54	117.086
2635.64	130.666	2635.64	117.086
2635.74	130.666	2635.74	117.086
2635.84	130.666	2635.84	117.086
2635.94	130.656	2635.94	117.086
2636.04	130.656	2636.04	117.086
2636.14	130.656	2636.14	117.086
2636.24	130.646	2636.24	117.086
2636.34	130.646	2636.34	117.086
2636.44	130.646	2636.44	117.086
2636.54	130.636	2636.54	117.086
2636.64	130.636	2636.64	117.086
2636.74	130.636	2636.74	117.086
2636.84	130.636	2636.84	117.086
2636.94	130.625	2636.94	117.086
2637.04	130.625	2637.04	117.086
2637.14	130.625	2637.14	117.086
2637.24	130.625	2637.24	117.086
2637.34	130.615	2637.34	117.087
2637.44	130.615	2637.44	117.087
2637.54	130.615	2637.54	117.087
2637.64	130.605	2637.64	117.087
2637.74	130.605	2637.74	117.087
2637.84	130.605	2637.84	117.087
2637.94	130.595	2637.94	117.087
2638.04	130.595	2638.04	117.087
2638.14	130.595	2638.14	117.087
2638.24	130.595	2638.24	117.087
2638.34	130.586	2638.34	117.087
2638.44	130.586	2638.44	117.087
2638.54	130.586	2638.54	117.087
2638.64	130.586	2638.64	117.087
2638.74	130.576	2638.74	117.087
2638.84	130.576	2638.84	117.087
2638.94	130.576	2638.94	117.088
2639.04	130.566	2639.04	117.088
2639.14	130.566	2639.14	117.088
2639.24	130.566	2639.24	117.088
2639.34	130.556	2639.34	117.088
2639.44	130.556	2639.44	117.088
2639.54	130.556	2639.54	117.088
2639.64	130.545	2639.64	117.088
2639.74	130.545	2639.74	117.088
2639.84	130.545	2639.84	117.088
2639.94	130.545	2639.94	117.088
2640.04	130.535	2640.04	117.088
2640.14	130.539	2640.14	117.088
2640.24	130.541	2640.24	117.089
2640.34	130.529	2640.34	117.089
2640.44	130.535	2640.44	117.089
2640.54	130.535	2640.54	117.089
2640.64	130.525	2640.64	117.089
2640.74	130.525	2640.74	117.089
2640.84	130.525	2640.84	117.089
2640.94	130.515	2640.94	117.089
2641.04	130.515	2641.04	117.089
2641.14	130.515	2641.14	117.089
2641.24	130.506	2641.24	117.089
2641.34	130.506	2641.34	117.089
2641.44	130.506	2641.44	117.09
2641.54	130.496	2641.54	117.09
2641.64	130.496	2641.64	117.09
2641.74	130.496	2641.74	117.09
2641.84	130.496	2641.84	117.09
2641.94	130.486	2641.94	117.09
2642.04	130.486	2642.04	117.09
2642.14	130.486	2642.14	117.09
2642.24	130.476	2642.24	117.09
2642.34	130.476	2642.34	117.09
2642.44	130.476	2642.44	117.091
2642.54	130.476	2642.54	117.091
2642.64	130.469	2642.64	117.091
2642.74	130.474	2642.74	117.091
2642.84	130.465	2642.84	117.091
2642.94	130.465	2642.94	117.091
2643.04	130.465	2643.04	117.091
2643.14	130.465	2643.14	117.091
2643.24	130.455	2643.24	117.091
2643.34	130.455	2643.34	117.091
2643.44	130.445	2643.44	117.092
2643.54	130.445	2643.54	117.092
2643.64	130.445	2643.64	117.092
2643.74	130.435	2643.74	117.092
2643.84	130.435	2643.84	117.092
2643.94	130.435	2643.94	117.092
2644.04	130.426	2644.04	117.092
2644.14	130.429	2644.14	117.092
2644.24	130.435	2644.24	117.092
2644.34	130.426	2644.34	117.093
2644.44	130.426	2644.44	117.093
2644.54	130.426	2644.54	117.093
2644.64	130.416	2644.64	117.093
2644.74	130.416	2644.74	117.093
2644.84	130.416	2644.84	117.093
2644.94	130.416	2644.94	117.093
2645.04	130.404	2645.04	117.093
2645.14	130.404	2645.14	117.094
2645.24	130.404	2645.24	117.094
2645.34	130.394	2645.34	117.094
2645.44	130.394	2645.44	117.094
2645.54	130.394	2645.54	117.094
