Cycle: 14  CDAN-D1043K_X	Cycle: 14  CDAN-D1043K_Y	Fitted Cycle: 14  CDAN-D1043K_X	Fitted Cycle: 14  CDAN-D1043K_Y
2723.78	457.398	2723.78	449.686
2723.88	457.384	2723.88	449.676
2723.98	457.384	2723.98	449.666
2724.08	457.367	2724.08	449.656
2724.18	457.365	2724.18	449.645
2724.28	457.355	2724.28	449.635
2724.38	457.335	2724.38	449.625
2724.48	457.324	2724.48	449.615
2724.58	457.324	2724.58	449.605
2724.68	457.306	2724.68	449.595
2724.78	457.304	2724.78	449.585
2724.88	457.285	2724.88	449.575
2724.98	457.284	2724.98	449.565
2725.08	457.275	2725.08	449.554
2725.18	457.257	2725.18	449.544
2725.28	457.255	2725.28	449.534
2725.38	457.244	2725.38	449.524
2725.48	457.236	2725.48	449.514
2725.58	457.224	2725.58	449.504
2725.68	457.214	2725.68	449.494
2725.78	457.197	2725.78	449.484
2725.88	457.193	2725.88	449.474
2725.98	457.185	2725.98	449.463
2726.08	457.173	2726.08	449.453
2726.18	457.175	2726.18	449.443
2726.28	457.158	2726.28	449.433
2726.38	457.156	2726.38	449.423
2726.48	457.156	2726.48	449.413
2726.58	457.136	2726.58	449.403
2726.68	457.125	2726.68	449.393
2726.78	457.125	2726.78	449.383
2726.88	457.107	2726.88	449.373
2726.98	457.105	2726.98	449.362
2727.08	457.093	2727.08	449.352
2727.18	457.085	2727.18	449.342
2727.28	457.074	2727.28	449.332
2727.38	457.064	2727.38	449.322
2727.48	457.056	2727.48	449.312
2727.58	457.054	2727.58	449.302
2727.68	457.037	2727.68	449.292
2727.78	457.035	2727.78	449.282
2727.88	457.025	2727.88	449.272
2727.98	457.017	2727.98	449.262
2728.08	456.998	2728.08	449.252
2728.18	456.994	2728.18	449.241
2728.28	456.984	2728.28	449.231
2728.38	456.966	2728.38	449.221
2728.48	456.964	2728.48	449.211
2728.58	456.955	2728.58	449.201
2728.68	456.953	2728.68	449.191
2728.78	456.935	2728.78	449.181
2728.88	456.925	2728.88	449.171
2728.98	456.917	2728.98	449.161
2729.08	456.906	2729.08	449.151
2729.18	456.904	2729.18	449.141
2729.28	456.886	2729.28	449.131
2729.38	456.884	2729.38	449.121
2729.48	456.875	2729.48	449.111
2729.58	456.867	2729.58	449.101
2729.68	456.855	2729.68	449.09
2729.78	456.853	2729.78	449.08
2729.88	456.835	2729.88	449.07
2729.98	456.833	2729.98	449.06
2730.08	456.825	2730.08	449.05
2730.18	456.818	2730.18	449.04
2730.28	456.804	2730.28	449.03
2730.38	456.796	2730.38	449.02
2730.48	456.785	2730.48	449.01
2730.58	456.785	2730.58	449
2730.68	456.767	2730.68	448.99
2730.78	456.765	2730.78	448.98
2730.88	456.746	2730.88	448.97
2730.98	456.744	2730.98	448.96
2731.08	456.734	2731.08	448.95
2731.18	456.734	2731.18	448.94
2731.28	456.716	2731.28	448.93
2731.38	456.714	2731.38	448.92
2731.48	456.695	2731.48	448.91
2731.58	456.694	2731.58	448.9
2731.68	456.685	2731.68	448.889
2731.78	456.677	2731.78	448.879
2731.88	456.666	2731.88	448.869
2731.98	456.656	2731.98	448.859
2732.08	456.644	2732.08	448.849
2732.18	456.644	2732.18	448.839
2732.28	456.626	2732.28	448.829
2732.38	456.625	2732.38	448.819
2732.48	456.613	2732.48	448.809
2732.58	456.605	2732.58	448.799
2732.68	456.593	2732.68	448.789
2732.78	456.585	2732.78	448.779
2732.88	456.575	2732.88	448.769
2732.98	456.576	2732.98	448.759
2733.08	456.556	2733.08	448.749
2733.18	456.554	2733.18	448.739
2733.28	456.544	2733.28	448.729
2733.38	456.544	2733.38	448.719
2733.48	456.527	2733.48	448.709
2733.58	456.525	2733.58	448.699
2733.68	456.523	2733.68	448.689
2733.78	456.505	2733.78	448.679
2733.88	456.494	2733.88	448.669
2733.98	456.495	2733.98	448.659
2734.08	456.478	2734.08	448.649
2734.18	456.474	2734.18	448.639
2734.28	456.457	2734.28	448.629
2734.38	456.455	2734.38	448.619
2734.48	456.445	2734.48	448.609
2734.58	456.427	2734.58	448.599
2734.68	456.425	2734.68	448.589
2734.78	456.414	2734.78	448.579
2734.88	456.406	2734.88	448.569
2734.98	456.394	2734.98	448.559
2735.08	456.394	2735.08	448.549
2735.18	456.376	2735.18	448.539
2735.28	456.373	2735.28	448.529
2735.38	456.374	2735.38	448.519
2735.48	456.357	2735.48	448.509
2735.58	456.355	2735.58	448.499
2735.68	456.337	2735.68	448.489
2735.78	456.324	2735.78	448.479
2735.88	456.324	2735.88	448.469
2735.98	456.324	2735.98	448.459
2736.08	456.306	2736.08	448.449
2736.18	456.304	2736.18	448.439
2736.28	456.294	2736.28	448.429
2736.38	456.287	2736.38	448.419
2736.48	456.273	2736.48	448.409
2736.58	456.265	2736.58	448.399
2736.68	456.255	2736.68	448.389
2736.78	456.255	2736.78	448.379
2736.88	456.238	2736.88	448.369
2736.98	456.234	2736.98	448.359
2737.08	456.224	2737.08	448.349
2737.18	456.216	2737.18	448.339
2737.28	456.205	2737.28	448.329
2737.38	456.195	2737.38	448.319
2737.48	456.185	2737.48	448.309
2737.58	456.173	2737.58	448.299
2737.68	456.173	2737.68	448.289
2737.78	456.156	2737.78	448.279
2737.88	456.155	2737.88	448.269
2737.98	456.146	2737.98	448.259
2738.08	456.136	2738.08	448.249
2738.18	456.125	2738.18	448.239
2738.28	456.125	2738.28	448.229
2738.38	456.107	2738.38	448.219
2738.48	456.105	2738.48	448.209
2738.58	456.105	2738.58	448.2
2738.68	456.085	2738.68	448.19
2738.78	456.074	2738.78	448.18
2738.88	456.074	2738.88	448.17
2738.98	456.064	2738.98	448.16
2739.08	456.056	2739.08	448.15
2739.18	456.044	2739.18	448.14
2739.28	456.044	2739.28	448.13
2739.38	456.027	2739.38	448.12
2739.48	456.015	2739.48	448.11
2739.58	456.015	2739.58	448.1
2739.68	456.007	2739.68	448.09
2739.78	455.994	2739.78	448.08
2739.88	455.984	2739.88	448.07
2739.98	455.976	2739.98	448.06
2740.08	455.964	2740.08	448.05
2740.18	455.964	2740.18	448.04
2740.28	455.945	2740.28	448.03
2740.38	455.944	2740.38	448.02
2740.48	455.927	2740.48	448.01
2740.58	455.925	2740.58	448
2740.68	455.916	2740.68	447.991
2740.78	455.906	2740.78	447.981
2740.88	455.894	2740.88	447.971
2740.98	455.894	2740.98	447.961
2741.08	455.876	2741.08	447.951
2741.18	455.865	2741.18	447.941
2741.28	455.865	2741.28	447.931
2741.38	455.845	2741.38	447.921
2741.48	455.843	2741.48	447.911
2741.58	455.835	2741.58	447.901
2741.68	455.828	2741.68	447.891
2741.78	455.816	2741.78	447.881
2741.88	455.814	2741.88	447.871
2741.98	455.796	2741.98	447.861
2742.08	455.794	2742.08	447.852
2742.18	455.785	2742.18	447.842
2742.28	455.775	2742.28	447.832
2742.38	455.765	2742.38	447.822
2742.48	455.753	2742.48	447.812
2742.58	455.753	2742.58	447.802
2742.68	455.744	2742.68	447.792
2742.78	455.736	2742.78	447.782
2742.88	455.726	2742.88	447.772
2742.98	455.716	2742.98	447.762
2743.08	455.705	2743.08	447.752
2743.18	455.695	2743.18	447.742
2743.28	455.695	2743.28	447.733
2743.38	455.677	2743.38	447.723
2743.48	455.673	2743.48	447.713
2743.58	455.664	2743.58	447.703
2743.68	455.654	2743.68	447.693
2743.78	455.646	2743.78	447.683
2743.88	455.634	2743.88	447.673
2743.98	455.625	2743.98	447.663
2744.08	455.614	2744.08	447.653
2744.18	455.615	2744.18	447.643
2744.28	455.597	2744.28	447.633
2744.38	455.585	2744.38	447.624
2744.48	455.585	2744.48	447.614
2744.58	455.583	2744.58	447.604
2744.68	455.566	2744.68	447.594
2744.78	455.554	2744.78	447.584
2744.88	455.554	2744.88	447.574
2744.98	455.537	2744.98	447.564
2745.08	455.533	2745.08	447.554
2745.18	455.524	2745.18	447.544
2745.28	455.507	2745.28	447.535
2745.38	455.505	2745.38	447.525
2745.48	455.496	2745.48	447.515
2745.58	455.486	2745.58	447.505
2745.68	455.474	2745.68	447.495
2745.78	455.457	2745.78	447.485
2745.88	455.455	2745.88	447.475
2745.98	455.445	2745.98	447.465
2746.08	455.433	2746.08	447.455
2746.18	455.425	2746.18	447.446
2746.28	455.414	2746.28	447.436
2746.38	455.414	2746.38	447.426
2746.48	455.396	2746.48	447.416
2746.58	455.396	2746.58	447.406
2746.68	455.376	2746.68	447.396
2746.78	455.375	2746.78	447.386
2746.88	455.365	2746.88	447.376
2746.98	455.357	2746.98	447.367
2747.08	455.345	2747.08	447.357
2747.18	455.343	2747.18	447.347
2747.28	455.333	2747.28	447.337
2747.38	455.326	2747.38	447.327
2747.48	455.314	2747.48	447.317
2747.58	455.314	2747.58	447.307
2747.68	455.296	2747.68	447.298
2747.78	455.294	2747.78	447.288
2747.88	455.285	2747.88	447.278
2747.98	455.277	2747.98	447.268
2748.08	455.265	2748.08	447.258
2748.18	455.265	2748.18	447.248
2748.28	455.253	2748.28	447.238
2748.38	455.246	2748.38	447.229
2748.48	455.234	2748.48	447.219
2748.58	455.234	2748.58	447.209
2748.68	455.216	2748.68	447.199
2748.78	455.214	2748.78	447.189
2748.88	455.214	2748.88	447.179
2748.98	455.197	2748.98	447.169
2749.08	455.185	2749.08	447.16
2749.18	455.185	2749.18	447.15
2749.28	455.167	2749.28	447.14
2749.38	455.166	2749.38	447.13
2749.48	455.156	2749.48	447.12
2749.58	455.144	2749.58	447.11
2749.68	455.134	2749.68	447.101
2749.78	455.134	2749.78	447.091
2749.88	455.117	2749.88	447.081
2749.98	455.113	2749.98	447.071
2750.08	455.095	2750.08	447.061
2750.18	455.093	2750.18	447.051
2750.28	455.076	2750.28	447.042
2750.38	455.065	2750.38	447.032
2750.48	455.064	2750.48	447.022
2750.58	455.054	2750.58	447.012
2750.68	455.046	2750.68	447.002
2750.78	455.035	2750.78	446.992
2750.88	455.035	2750.88	446.983
2750.98	455.017	2750.98	446.973
2751.08	455.013	2751.08	446.963
2751.18	455.003	2751.18	446.953
2751.28	455.003	2751.28	446.943
2751.38	454.986	2751.38	446.933
2751.48	454.985	2751.48	446.924
2751.58	454.974	2751.58	446.914
2751.68	454.966	2751.68	446.904
2751.78	454.964	2751.78	446.894
2751.88	454.955	2751.88	446.884
2751.98	454.947	2751.98	446.874
2752.08	454.935	2752.08	446.865
2752.18	454.933	2752.18	446.855
2752.28	454.916	2752.28	446.845
2752.38	454.914	2752.38	446.835
2752.48	454.904	2752.48	446.825
2752.58	454.896	2752.58	446.816
2752.68	454.896	2752.68	446.806
2752.78	454.876	2752.78	446.796
2752.88	454.875	2752.88	446.786
2752.98	454.865	2752.98	446.776
2753.08	454.857	2753.08	446.767
2753.18	454.845	2753.18	446.757
2753.28	454.845	2753.28	446.747
2753.38	454.826	2753.38	446.737
2753.48	454.824	2753.48	446.727
2753.58	454.814	2753.58	446.718
2753.68	454.806	2753.68	446.708
2753.78	454.794	2753.78	446.698
2753.88	454.792	2753.88	446.688
2753.98	454.775	2753.98	446.678
2754.08	454.774	2754.08	446.669
2754.18	454.757	2754.18	446.659
2754.28	454.755	2754.28	446.649
2754.38	454.746	2754.38	446.639
2754.48	454.736	2754.48	446.629
2754.58	454.734	2754.58	446.62
2754.68	454.716	2754.68	446.61
2754.78	454.714	2754.78	446.6
2754.88	454.705	2754.88	446.59
2754.98	454.705	2754.98	446.581
2755.08	454.685	2755.08	446.571
2755.18	454.683	2755.18	446.561
2755.28	454.685	2755.28	446.551
2755.38	454.667	2755.38	446.541
2755.48	454.666	2755.48	446.532
2755.58	454.654	2755.58	446.522
2755.68	454.646	2755.68	446.512
2755.78	454.634	2755.78	446.502
2755.88	454.634	2755.88	446.493
2755.98	454.617	2755.98	446.483
2756.08	454.615	2756.08	446.473
2756.18	454.595	2756.18	446.463
2756.28	454.593	2756.28	446.453
2756.38	454.583	2756.38	446.444
2756.48	454.576	2756.48	446.434
2756.58	454.565	2756.58	446.424
2756.68	454.558	2756.68	446.414
2756.78	454.544	2756.78	446.405
2756.88	454.544	2756.88	446.395
2756.98	454.535	2756.98	446.385
2757.08	454.517	2757.08	446.375
2757.18	454.515	2757.18	446.366
2757.28	454.503	2757.28	446.356
2757.38	454.496	2757.38	446.346
2757.48	454.484	2757.48	446.336
2757.58	454.484	2757.58	446.327
2757.68	454.466	2757.68	446.317
2757.78	454.464	2757.78	446.307
2757.88	454.454	2757.88	446.297
2757.98	454.447	2757.98	446.288
2758.08	454.435	2758.08	446.278
2758.18	454.435	2758.18	446.268
2758.28	454.417	2758.28	446.258
2758.38	454.414	2758.38	446.249
2758.48	454.404	2758.48	446.239
2758.58	454.396	2758.58	446.229
2758.68	454.384	2758.68	446.219
2758.78	454.384	2758.78	446.21
2758.88	454.365	2758.88	446.2
2758.98	454.363	2758.98	446.19
2759.08	454.345	2759.08	446.18
2759.18	454.345	2759.18	446.171
2759.28	454.335	2759.28	446.161
2759.38	454.328	2759.38	446.151
2759.48	454.326	2759.48	446.141
2759.58	454.314	2759.58	446.132
2759.68	454.306	2759.68	446.122
2759.78	454.294	2759.78	446.112
2759.88	454.287	2759.88	446.102
2759.98	454.275	2759.98	446.093
2760.08	454.273	2760.08	446.083
2760.18	454.255	2760.18	446.073
2760.28	454.253	2760.28	446.064
2760.38	454.245	2760.38	446.054
2760.48	454.228	2760.48	446.044
2760.58	454.224	2760.58	446.034
2760.68	454.224	2760.68	446.025
2760.78	454.207	2760.78	446.015
2760.88	454.195	2760.88	446.005
2760.98	454.195	2760.98	445.996
2761.08	454.177	2761.08	445.986
2761.18	454.173	2761.18	445.976
2761.28	454.164	2761.28	445.966
2761.38	454.156	2761.38	445.957
2761.48	454.144	2761.48	445.947
2761.58	454.134	2761.58	445.937
2761.68	454.125	2761.68	445.928
2761.78	454.114	2761.78	445.918
2761.88	454.115	2761.88	445.908
2761.98	454.107	2761.98	445.898
2762.08	454.095	2762.08	445.889
2762.18	454.076	2762.18	445.879
2762.28	454.074	2762.28	445.869
2762.38	454.064	2762.38	445.86
2762.48	454.056	2762.48	445.85
2762.58	454.044	2762.58	445.84
2762.68	454.037	2762.68	445.83
2762.78	454.035	2762.78	445.821
2762.88	454.023	2762.88	445.811
2762.98	454.015	2762.98	445.801
2763.08	454.005	2763.08	445.792
2763.18	454.005	2763.18	445.782
2763.28	453.988	2763.28	445.772
2763.38	453.984	2763.38	445.763
2763.48	453.974	2763.48	445.753
2763.58	453.966	2763.58	445.743
2763.68	453.955	2763.68	445.734
2763.78	453.955	2763.78	445.724
2763.88	453.943	2763.88	445.714
2763.98	453.935	2763.98	445.704
2764.08	453.923	2764.08	445.695
2764.18	453.925	2764.18	445.685
2764.28	453.908	2764.28	445.675
2764.38	453.896	2764.38	445.666
2764.48	453.894	2764.48	445.656
2764.58	453.886	2764.58	445.646
2764.68	453.875	2764.68	445.637
2764.78	453.857	2764.78	445.627
2764.88	453.855	2764.88	445.617
2764.98	453.843	2764.98	445.608
2765.08	453.835	2765.08	445.598
2765.18	453.824	2765.18	445.588
2765.28	453.824	2765.28	445.579
2765.38	453.806	2765.38	445.569
2765.48	453.804	2765.48	445.559
2765.58	453.794	2765.58	445.55
2765.68	453.787	2765.68	445.54
2765.78	453.775	2765.78	445.53
2765.88	453.775	2765.88	445.521
2765.98	453.757	2765.98	445.511
2766.08	453.755	2766.08	445.501
2766.18	453.744	2766.18	445.492
2766.28	453.736	2766.28	445.482
2766.38	453.724	2766.38	445.472
2766.48	453.724	2766.48	445.463
2766.58	453.707	2766.58	445.453
2766.68	453.703	2766.68	445.443
2766.78	453.685	2766.78	445.434
2766.88	453.685	2766.88	445.424
2766.98	453.675	2766.98	445.414
2767.08	453.667	2767.08	445.405
2767.18	453.654	2767.18	445.395
2767.28	453.654	2767.28	445.385
2767.38	453.646	2767.38	445.376
2767.48	453.634	2767.48	445.366
2767.58	453.634	2767.58	445.356
2767.68	453.617	2767.68	445.347
2767.78	453.603	2767.78	445.337
2767.88	453.595	2767.88	445.328
2767.98	453.583	2767.98	445.318
2768.08	453.585	2768.08	445.308
2768.18	453.568	2768.18	445.299
2768.28	453.566	2768.28	445.289
2768.38	453.554	2768.38	445.279
2768.48	453.546	2768.48	445.27
2768.58	453.535	2768.58	445.26
2768.68	453.535	2768.68	445.25
2768.78	453.517	2768.78	445.241
2768.88	453.513	2768.88	445.231
2768.98	453.496	2768.98	445.222
2769.08	453.494	2769.08	445.212
2769.18	453.484	2769.18	445.202
2769.28	453.476	2769.28	445.193
2769.38	453.464	2769.38	445.183
2769.48	453.455	2769.48	445.173
2769.58	453.454	2769.58	445.164
2769.68	453.445	2769.68	445.154
2769.78	453.437	2769.78	445.144
2769.88	453.425	2769.88	445.135
2769.98	453.417	2769.98	445.125
2770.08	453.404	2770.08	445.116
2770.18	453.404	2770.18	445.106
2770.28	453.396	2770.28	445.096
2770.38	453.384	2770.38	445.087
2770.48	453.384	2770.48	445.077
2770.58	453.365	2770.58	445.068
2770.68	453.363	2770.68	445.058
2770.78	453.345	2770.78	445.048
2770.88	453.345	2770.88	445.039
2770.98	453.335	2770.98	445.029
2771.08	453.328	2771.08	445.019
2771.18	453.326	2771.18	445.01
2771.28	453.314	2771.28	445
2771.38	453.306	2771.38	444.991
2771.48	453.294	2771.48	444.981
2771.58	453.285	2771.58	444.971
2771.68	453.285	2771.68	444.962
2771.78	453.275	2771.78	444.952
2771.88	453.263	2771.88	444.943
2771.98	453.255	2771.98	444.933
2772.08	453.245	2772.08	444.923
2772.18	453.228	2772.18	444.914
2772.28	453.224	2772.28	444.904
2772.38	453.224	2772.38	444.895
2772.48	453.207	2772.48	444.885
2772.58	453.205	2772.58	444.875
2772.68	453.187	2772.68	444.866
2772.78	453.185	2772.78	444.856
2772.88	453.185	2772.88	444.847
2772.98	453.166	2772.98	444.837
2773.08	453.164	2773.08	444.827
2773.18	453.154	2773.18	444.818
2773.28	453.146	2773.28	444.808
2773.38	453.134	2773.38	444.799
2773.48	453.134	2773.48	444.789
2773.58	453.125	2773.58	444.78
2773.68	453.117	2773.68	444.77
2773.78	453.105	2773.78	444.76
2773.88	453.087	2773.88	444.751
2773.98	453.083	2773.98	444.741
2774.08	453.083	2774.08	444.732
2774.18	453.066	2774.18	444.722
2774.28	453.064	2774.28	444.712
2774.38	453.054	2774.38	444.703
2774.48	453.046	2774.48	444.693
2774.58	453.044	2774.58	444.684
2774.68	453.034	2774.68	444.674
2774.78	453.017	2774.78	444.665
2774.88	453.015	2774.88	444.655
2774.98	453.005	2774.98	444.645
2775.08	452.998	2775.08	444.636
2775.18	452.994	2775.18	444.626
2775.28	452.976	2775.28	444.617
2775.38	452.974	2775.38	444.607
2775.48	452.964	2775.48	444.598
2775.58	452.947	2775.58	444.588
2775.68	452.943	2775.68	444.579
2775.78	452.943	2775.78	444.569
2775.88	452.925	2775.88	444.559
2775.98	452.915	2775.98	444.55
2776.08	452.908	2776.08	444.54
2776.18	452.896	2776.18	444.531
2776.28	452.894	2776.28	444.521
2776.38	452.876	2776.38	444.512
2776.48	452.875	2776.48	444.502
2776.58	452.865	2776.58	444.493
2776.68	452.857	2776.68	444.483
2776.78	452.843	2776.78	444.473
2776.88	452.843	2776.88	444.464
2776.98	452.826	2776.98	444.454
2777.08	452.824	2777.08	444.445
2777.18	452.814	2777.18	444.435
2777.28	452.806	2777.28	444.426
2777.38	452.794	2777.38	444.416
2777.48	452.787	2777.48	444.407
2777.58	452.775	2777.58	444.397
2777.68	452.767	2777.68	444.387
2777.78	452.755	2777.78	444.378
2777.88	452.755	2777.88	444.368
2777.98	452.746	2777.98	444.359
2778.08	452.734	2778.08	444.349
2778.18	452.724	2778.18	444.34
2778.28	452.716	2778.28	444.33
2778.38	452.705	2778.38	444.321
2778.48	452.695	2778.48	444.311
2778.58	452.693	2778.58	444.302
2778.68	452.675	2778.68	444.292
2778.78	452.675	2778.78	444.283
2778.88	452.666	2778.88	444.273
2778.98	452.646	2778.98	444.264
2779.08	452.644	2779.08	444.254
2779.18	452.634	2779.18	444.244
2779.28	452.626	2779.28	444.235
2779.38	452.615	2779.38	444.225
2779.48	452.615	2779.48	444.216
2779.58	452.595	2779.58	444.206
2779.68	452.593	2779.68	444.197
2779.78	452.583	2779.78	444.187
2779.88	452.566	2779.88	444.178
2779.98	452.565	2779.98	444.168
2780.08	452.558	2780.08	444.159
2780.18	452.544	2780.18	444.149
2780.28	452.535	2780.28	444.14
2780.38	452.527	2780.38	444.13
2780.48	452.515	2780.48	444.121
2780.58	452.515	2780.58	444.111
2780.68	452.496	2780.68	444.102
2780.78	452.494	2780.78	444.092
2780.88	452.484	2780.88	444.083
2780.98	452.476	2780.98	444.073
2781.08	452.464	2781.08	444.064
2781.18	452.464	2781.18	444.054
2781.28	452.455	2781.28	444.045
2781.38	452.444	2781.38	444.035
2781.48	452.445	2781.48	444.026
2781.58	452.427	2781.58	444.016
2781.68	452.425	2781.68	444.007
2781.78	452.406	2781.78	443.997
2781.88	452.404	2781.88	443.988
2781.98	452.394	2781.98	443.978
2782.08	452.386	2782.08	443.969
2782.18	452.375	2782.18	443.959
2782.28	452.375	2782.28	443.95
2782.38	452.365	2782.38	443.94
2782.48	452.353	2782.48	443.931
2782.58	452.335	2782.58	443.921
2782.68	452.335	2782.68	443.912
2782.78	452.326	2782.78	443.902
2782.88	452.318	2782.88	443.893
2782.98	452.304	2782.98	443.883
2783.08	452.296	2783.08	443.874
2783.18	452.285	2783.18	443.864
2783.28	452.285	2783.28	443.855
2783.38	452.267	2783.38	443.845
2783.48	452.263	2783.48	443.836
2783.58	452.253	2783.58	443.826
2783.68	452.246	2783.68	443.817
2783.78	452.244	2783.78	443.807
2783.88	452.235	2783.88	443.798
2783.98	452.216	2783.98	443.789
2784.08	452.214	2784.08	443.779
2784.18	452.205	2784.18	443.77
2784.28	452.197	2784.28	443.76
2784.38	452.185	2784.38	443.751
2784.48	452.185	2784.48	443.741
2784.58	452.166	2784.58	443.732
2784.68	452.164	2784.68	443.722
2784.78	452.146	2784.78	443.713
2784.88	452.144	2784.88	443.703
2784.98	452.134	2784.98	443.694
2785.08	452.126	2785.08	443.684
2785.18	452.113	2785.18	443.675
2785.28	452.105	2785.28	443.665
2785.38	452.095	2785.38	443.656
2785.48	452.087	2785.48	443.647
2785.58	452.076	2785.58	443.637
2785.68	452.074	2785.68	443.628
2785.78	452.056	2785.78	443.618
2785.88	452.054	2785.88	443.609
2785.98	452.044	2785.98	443.599
2786.08	452.037	2786.08	443.59
2786.18	452.025	2786.18	443.58
2786.28	452.015	2786.28	443.571
2786.38	452.003	2786.38	443.561
2786.48	452.003	2786.48	443.552
2786.58	451.986	2786.58	443.543
2786.68	451.985	2786.68	443.533
2786.78	451.966	2786.78	443.524
2786.88	451.964	2786.88	443.514
2786.98	451.947	2786.98	443.505
2787.08	451.945	2787.08	443.495
2787.18	451.927	2787.18	443.486
2787.28	451.925	2787.28	443.476
2787.38	451.914	2787.38	443.467
2787.48	451.906	2787.48	443.458
2787.58	451.894	2787.58	443.448
2787.68	451.894	2787.68	443.439
2787.78	451.876	2787.78	443.429
2787.88	451.875	2787.88	443.42
2787.98	451.864	2787.98	443.41
2788.08	451.857	2788.08	443.401
2788.18	451.845	2788.18	443.391
2788.28	451.828	2788.28	443.382
2788.38	451.826	2788.38	443.373
2788.48	451.814	2788.48	443.363
2788.58	451.806	2788.58	443.354
2788.68	451.794	2788.68	443.344
2788.78	451.787	2788.78	443.335
2788.88	451.775	2788.88	443.326
2788.98	451.773	2788.98	443.316
2789.08	451.755	2789.08	443.307
2789.18	451.753	2789.18	443.297
2789.28	451.744	2789.28	443.288
2789.38	451.736	2789.38	443.278
2789.48	451.726	2789.48	443.269
2789.58	451.724	2789.58	443.26
2789.68	451.707	2789.68	443.25
2789.78	451.705	2789.78	443.241
2789.88	451.695	2789.88	443.231
2789.98	451.677	2789.98	443.222
2790.08	451.673	2790.08	443.213
2790.18	451.664	2790.18	443.203
2790.28	451.656	2790.28	443.194
2790.38	451.644	2790.38	443.184
2790.48	451.644	2790.48	443.175
2790.58	451.625	2790.58	443.165
2790.68	451.624	2790.68	443.156
2790.78	451.607	2790.78	443.147
2790.88	451.605	2790.88	443.137
2790.98	451.597	2790.98	443.128
2791.08	451.585	2791.08	443.118
2791.18	451.585	2791.18	443.109
2791.28	451.566	2791.28	443.1
2791.38	451.554	2791.38	443.09
2791.48	451.554	2791.48	443.081
2791.58	451.537	2791.58	443.071
2791.68	451.535	2791.68	443.062
2791.78	451.515	2791.78	443.053
2791.88	451.513	2791.88	443.043
2791.98	451.505	2791.98	443.034
2792.08	451.498	2792.08	443.024
2792.18	451.486	2792.18	443.015
2792.28	451.484	2792.28	443.006
2792.38	451.466	2792.38	442.996
2792.48	451.464	2792.48	442.987
2792.58	451.455	2792.58	442.978
2792.68	451.447	2792.68	442.968
2792.78	451.435	2792.78	442.959
2792.88	451.433	2792.88	442.949
2792.98	451.425	2792.98	442.94
2793.08	451.414	2793.08	442.931
2793.18	451.406	2793.18	442.921
2793.28	451.394	2793.28	442.912
2793.38	451.386	2793.38	442.902
2793.48	451.374	2793.48	442.893
2793.58	451.375	2793.58	442.884
2793.68	451.357	2793.68	442.874
2793.78	451.355	2793.78	442.865
2793.88	451.345	2793.88	442.856
2793.98	451.335	2793.98	442.846
2794.08	451.333	2794.08	442.837
2794.18	451.326	2794.18	442.828
2794.28	451.314	2794.28	442.818
2794.38	451.314	2794.38	442.809
2794.48	451.296	2794.48	442.799
2794.58	451.294	2794.58	442.79
2794.68	451.285	2794.68	442.781
2794.78	451.274	2794.78	442.771
2794.88	451.275	2794.88	442.762
2794.98	451.267	2794.98	442.753
2795.08	451.255	2795.08	442.743
2795.18	451.255	2795.18	442.734
2795.28	451.236	2795.28	442.725
2795.38	451.234	2795.38	442.715
2795.48	451.234	2795.48	442.706
2795.58	451.216	2795.58	442.696
2795.68	451.214	2795.68	442.687
2795.78	451.195	2795.78	442.678
2795.88	451.193	2795.88	442.668
2795.98	451.185	2795.98	442.659
2796.08	451.177	2796.08	442.65
2796.18	451.175	2796.18	442.64
2796.28	451.158	2796.28	442.631
2796.38	451.156	2796.38	442.622
2796.48	451.144	2796.48	442.612
2796.58	451.136	2796.58	442.603
2796.68	451.125	2796.68	442.594
2796.78	451.125	2796.78	442.584
2796.88	451.107	2796.88	442.575
2796.98	451.103	2796.98	442.566
2797.08	451.093	2797.08	442.556
2797.18	451.085	2797.18	442.547
2797.28	451.074	2797.28	442.538
2797.38	451.066	2797.38	442.528
2797.48	451.054	2797.48	442.519
2797.58	451.054	2797.58	442.51
2797.68	451.046	2797.68	442.5
2797.78	451.035	2797.78	442.491
2797.88	451.035	2797.88	442.482
2797.98	451.027	2797.98	442.472
2798.08	451.015	2798.08	442.463
2798.18	451.005	2798.18	442.454
2798.28	450.994	2798.28	442.444
2798.38	450.994	2798.38	442.435
2798.48	450.986	2798.48	442.426
2798.58	450.974	2798.58	442.416
2798.68	450.966	2798.68	442.407
2798.78	450.954	2798.78	442.398
2798.88	450.955	2798.88	442.388
2798.98	450.937	2798.98	442.379
2799.08	450.935	2799.08	442.37
2799.18	450.935	2799.18	442.36
2799.28	450.916	2799.28	442.351
2799.38	450.914	2799.38	442.342
2799.48	450.896	2799.48	442.332
2799.58	450.894	2799.58	442.323
2799.68	450.894	2799.68	442.314
2799.78	450.876	2799.78	442.304
2799.88	450.875	2799.88	442.295
2799.98	450.855	2799.98	442.286
2800.08	450.854	2800.08	442.277
2800.18	450.837	2800.18	442.267
2800.28	450.835	2800.28	442.258
2800.38	450.826	2800.38	442.249
2800.48	450.816	2800.48	442.239
2800.58	450.814	2800.58	442.23
2800.68	450.804	2800.68	442.221
2800.78	450.787	2800.78	442.211
2800.88	450.785	2800.88	442.202
2800.98	450.777	2800.98	442.193
